model,params,best_calibrator,threshold,constraint_feasible,constraint_violation,fn_inner_oof,fp_inner_oof,fnr_inner_oof,fpr_inner_oof,sens_inner_oof,spec_inner_oof,pr_auc_mean,brier_mean,roc_auc_mean,ece_mean
catboost,"{""class_weights"": [1, 8], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 500}",platt,0.17982780139194857,0,4.666666666666667,4,28,0.14814814814814814,0.2222222222222222,0.8518518518518519,0.7777777777777778,0.6043732015223243,0.12647508460034546,0.8465608465608465,0.1130891325977947
catboost,"{""class_weights"": [1, 12], ""depth"": 6, ""learning_rate"": 0.03, ""n_estimators"": 300}",platt,0.20608442343270728,0,4.833333333333333,4,29,0.14814814814814814,0.23015873015873015,0.8518518518518519,0.7698412698412699,0.5851075225704307,0.1277748913087814,0.853615520282187,0.1342549901458561
catboost,"{""class_weights"": [1, 8], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 300}",platt,0.18862995829270887,0,5.0,5,26,0.18518518518518517,0.20634920634920634,0.8148148148148148,0.7936507936507936,0.6102589365081077,0.12593523917416052,0.8412698412698413,0.13484216513840216
catboost,"{""class_weights"": [1, 8], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 800}",platt,0.1809734029756511,0,5.0,5,26,0.18518518518518517,0.20634920634920634,0.8148148148148148,0.7936507936507936,0.5915989365330968,0.12755875452223578,0.8430335097001764,0.11326042849804045
catboost,"{""class_weights"": [1, 3], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 300}",platt,0.17503261422937755,0,5.0,5,26,0.18518518518518517,0.20634920634920634,0.8148148148148148,0.7936507936507936,0.5794438351234239,0.1282567149327505,0.8465608465608465,0.09502499342197339
catboost,"{""class_weights"": ""balanced"", ""depth"": 4, ""learning_rate"": 0.06, ""n_estimators"": 300}",platt,0.17844290043477856,0,5.0,5,27,0.18518518518518517,0.21428571428571427,0.8148148148148148,0.7857142857142857,0.5372443944339369,0.1304265666250951,0.8333333333333334,0.11395320469160432
catboost,"{""class_weights"": [1, 12], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 300}",platt,0.1959136433298023,0,5.0,5,28,0.18518518518518517,0.2222222222222222,0.8148148148148148,0.7777777777777778,0.5508689262070904,0.1279608463985762,0.8439153439153438,0.10797582521548559
catboost,"{""class_weights"": [1, 5], ""depth"": 6, ""learning_rate"": 0.03, ""n_estimators"": 300}",platt,0.18296436667286808,0,5.0,5,29,0.18518518518518517,0.23015873015873015,0.8148148148148148,0.7698412698412699,0.6324406063838618,0.1262484456383971,0.86331569664903,0.13183346040021202
catboost,"{""class_weights"": [1, 5], ""depth"": 4, ""learning_rate"": 0.03, ""n_estimators"": 300}",platt,0.18483803535285923,0,5.0,5,29,0.18518518518518517,0.23015873015873015,0.8148148148148148,0.7698412698412699,0.6037182066702763,0.12561943097508324,0.8518518518518517,0.11469366446846707
catboost,"{""class_weights"": [1, 2], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 300}",platt,0.17556890374322165,0,5.0,5,29,0.18518518518518517,0.23015873015873015,0.8148148148148148,0.7698412698412699,0.5528299614169928,0.12967186824574248,0.839506172839506,0.09288923398189142
catboost,"{""class_weights"": [1, 3], ""depth"": 8, ""learning_rate"": 0.03, ""n_estimators"": 500}",platt,0.18163528024724873,0,5.0,5,30,0.18518518518518517,0.23809523809523808,0.8148148148148148,0.7619047619047619,0.6148726575357011,0.12628625944507488,0.86331569664903,0.10749071659757096
catboost,"{""class_weights"": ""balanced"", ""depth"": 4, ""learning_rate"": 0.03, ""n_estimators"": 500}",platt,0.17469137599600854,0,5.0,5,30,0.18518518518518517,0.23809523809523808,0.8148148148148148,0.7619047619047619,0.5858190096716667,0.13033031130027709,0.8483245149911817,0.10006462565720416
catboost,"{""class_weights"": [1, 2], ""depth"": 4, ""learning_rate"": 0.03, ""n_estimators"": 800}",platt,0.173578472714507,0,5.0,5,30,0.18518518518518517,0.23809523809523808,0.8148148148148148,0.7619047619047619,0.5849178256585664,0.1304110215890454,0.8430335097001764,0.09288301222162731
catboost,"{""class_weights"": [1, 12], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 500}",platt,0.18476299126265647,0,5.0,5,30,0.18518518518518517,0.23809523809523808,0.8148148148148148,0.7619047619047619,0.5541909667835593,0.12897767335563293,0.8350970017636685,0.11296661135903424
catboost,"{""class_weights"": ""balanced"", ""depth"": 6, ""learning_rate"": 0.03, ""n_estimators"": 500}",platt,0.17450738745807082,0,5.0,5,30,0.18518518518518517,0.23809523809523808,0.8148148148148148,0.7619047619047619,0.5529922055084332,0.13009927875560715,0.851851851851852,0.10351635551027076
catboost,"{""class_weights"": [1, 1], ""depth"": 6, ""learning_rate"": 0.03, ""n_estimators"": 500}",platt,0.17586986343368274,0,5.0,5,30,0.18518518518518517,0.23809523809523808,0.8148148148148148,0.7619047619047619,0.5468892584844434,0.13211234452833392,0.8227513227513228,0.11232871539628726
catboost,"{""class_weights"": [1, 20], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 500}",platt,0.1957568536891798,0,5.0,5,30,0.18518518518518517,0.23809523809523808,0.8148148148148148,0.7619047619047619,0.530593608721117,0.13003293491675816,0.8077601410934744,0.08727789595705342
catboost,"{""class_weights"": [1, 1], ""depth"": 3, ""learning_rate"": 0.06, ""n_estimators"": 300}",platt,0.18023768736912033,0,5.0,5,30,0.18518518518518517,0.23809523809523808,0.8148148148148148,0.7619047619047619,0.51883569743723,0.13563756815040462,0.8289241622574955,0.09536079517272361
catboost,"{""class_weights"": [1, 5], ""depth"": 8, ""learning_rate"": 0.03, ""n_estimators"": 500}",platt,0.18099578924476112,0,5.166666666666667,5,31,0.18518518518518517,0.24603174603174602,0.8148148148148148,0.753968253968254,0.6317281257232238,0.12595156928740206,0.8597883597883597,0.10887302899551236
catboost,"{""class_weights"": [1, 3], ""depth"": 8, ""learning_rate"": 0.03, ""n_estimators"": 300}",platt,0.18749745803290954,0,5.166666666666667,5,31,0.18518518518518517,0.24603174603174602,0.8148148148148148,0.753968253968254,0.6232526763848462,0.12845579853417366,0.8703703703703703,0.12378116520301584
catboost,"{""class_weights"": [1, 2], ""depth"": 4, ""learning_rate"": 0.03, ""n_estimators"": 500}",platt,0.17409493985279811,0,5.166666666666667,5,31,0.18518518518518517,0.24603174603174602,0.8148148148148148,0.753968253968254,0.5992806023265793,0.1302153658354832,0.8518518518518517,0.10904662318327281
catboost,"{""class_weights"": [1, 3], ""depth"": 6, ""learning_rate"": 0.06, ""n_estimators"": 500}",platt,0.1712425487174056,0,5.166666666666667,5,31,0.18518518518518517,0.24603174603174602,0.8148148148148148,0.753968253968254,0.5744809842360804,0.12895857040060124,0.8430335097001763,0.06693872262244138
