k_star,model,stage,params,roc_auc_mean,pr_auc_mean,brier_mean,sens_mean,spec_mean,roc_auc_std,pr_auc_std,brier_std,sens_std,spec_std,calibrator
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.06, ""class_weights"": [1, 3]}",0.435152922957801,0.1799782079567127,0.36916512126222617,0.8333333333333334,0.4106837606837607,0.099730276972252,0.030609283119687754,0.0177475948437703,0.23570226039551584,0.16963282121011927,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.06, ""class_weights"": [1, 5]}",0.447799716092399,0.18214877747266467,0.452257493424654,1.0,0.3017094017094017,0.08710802986924493,0.02806405676263142,0.021572045521577588,0.0,0.16796122264837324,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.06, ""class_weights"": [1, 8]}",0.4495418763711447,0.1807138540451888,0.5197742568432863,1.0,0.2170940170940171,0.0837707356204603,0.02656155441642372,0.025522127032116294,0.0,0.12154194761009586,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.06, ""class_weights"": [1, 12]}",0.4433690368649718,0.17866368886322503,0.57933629102493,1.0,0.11452991452991453,0.07991758275045331,0.024274277919655547,0.02508166380593345,0.0,0.03805099023855053,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.03, ""class_weights"": ""balanced""}",0.4491977459457135,0.1841226255943881,0.23296327261202643,0.3611111111111111,0.7807692307692308,0.12367816308123045,0.03654356852337895,0.011408864086177258,0.10393492741038726,0.08753697443646957,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.03, ""class_weights"": [1, 2]}",0.43246440400911945,0.17769746708239484,0.313055034443758,0.7222222222222222,0.4773504273504274,0.09775845064998961,0.02799206332969854,0.015381970216624437,0.20786985482077452,0.09784178468029438,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.03, ""class_weights"": [1, 3]}",0.44339054501656133,0.17888371707274286,0.3724790704222174,0.8333333333333334,0.3572649572649573,0.08099270243775125,0.023906483416665132,0.018143984667575073,0.23570226039551584,0.1392087047624091,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.03, ""class_weights"": [1, 5]}",0.44508968899212803,0.18136903895342416,0.4544149261122832,1.0,0.2760683760683761,0.08966217255932804,0.0289688612813311,0.02229568906176467,0.0,0.13185128549743302,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.03, ""class_weights"": [1, 8]}",0.427453004688777,0.174782564230581,0.5259968777786642,1.0,0.1658119658119658,0.08702707913449349,0.024639712699126712,0.02506901154753468,0.0,0.053389735681167234,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.03, ""class_weights"": [1, 12]}",0.4326149610702456,0.17781760313843656,0.5926480688424227,1.0,0.08888888888888889,0.08843922308069106,0.027119962581347794,0.02342254771038832,0.0,0.06849348892187751,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.06, ""class_weights"": ""balanced""}",0.45104744698240634,0.18544808893451217,0.24023629610106456,0.3611111111111111,0.7807692307692308,0.10120673014578414,0.030280681557230096,0.009086244600133846,0.10393492741038726,0.08753697443646957,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.06, ""class_weights"": [1, 2]}",0.4334322708306448,0.17785251742117514,0.3179540985979508,0.7222222222222222,0.4773504273504274,0.09452822101937113,0.027218293026782834,0.014847411086455339,0.20786985482077452,0.09784178468029438,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.06, ""class_weights"": [1, 3]}",0.4396911429431754,0.17951145583621383,0.3711278221390499,0.8333333333333334,0.4106837606837607,0.09443055427856635,0.027890115951818794,0.017740516593906828,0.23570226039551584,0.16963282121011927,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.06, ""class_weights"": [1, 5]}",0.4324213877059406,0.17984477257939724,0.4531863621065904,1.0,0.32735042735042735,0.10904530193185978,0.03226081213007995,0.02310150223014846,0.0,0.20412503992269587,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.06, ""class_weights"": [1, 8]}",0.4333032219211081,0.1793982244054443,0.5163239642983185,1.0,0.2760683760683761,0.10458722587892842,0.031891795814932844,0.022660792415309015,0.0,0.13185128549743302,
10,catboost,param_search,"{""depth"": 3, ""n_estimators"": 500, ""learning_rate"": 0.06, ""class_weights"": [1, 12]}",0.43803501527078764,0.17778592238841714,0.571334278207924,1.0,0.2170940170940171,0.08471990199806946,0.024964975440239276,0.02520215921736238,0.0,0.12154194761009586,
10,catboost,param_search,"{""depth"": 4, ""n_estimators"": 300, ""learning_rate"": 0.03, ""class_weights"": ""balanced""}",0.4601238869531552,0.1862963067811795,0.2291755110140586,0.3611111111111111,0.7807692307692308,0.11314833682159275,0.03515849972610236,0.012475154555697292,0.10393492741038726,0.08753697443646957,
