p_t,NB_model_all,NB_model_defined,NB_treat_all,NB_treat_none
0.4299999999999998,0.6877009277119501,0.7300944669365723,0.6877009277119501,0.0
0.43999999999999984,0.6821241585639493,0.7252747252747254,0.6821241585639493,0.0
0.44999999999999984,0.6763445978105666,0.7202797202797203,0.6763445978105666,0.0
0.45999999999999985,0.670350979251503,0.7150997150997151,0.670350979251503,0.0
0.46999999999999986,0.6641311864071917,0.7097242380261248,0.6641311864071917,0.0
0.47999999999999976,0.6576721707611761,0.7041420118343196,0.6576721707611761,0.0
0.48999999999999977,0.6559901447489993,0.6983408748114632,0.6509598603839444,0.0
0.4999999999999998,0.6439790575916232,0.6923076923076924,0.6439790575916232,0.0
0.5099999999999998,0.6478256223955552,0.686028257456829,0.6367133240730849,0.0
0.5199999999999998,0.6356893542757419,0.6794871794871796,0.6291448516579409,0.0
0.5299999999999998,0.628495042887379,0.6726677577741409,0.6212543165868332,0.0
0.5399999999999998,0.628044616435238,0.665551839464883,0.6130207147735035,0.0
0.5499999999999998,0.6271087841768471,0.6581196581196582,0.6044211751018036,0.0
0.5599999999999997,0.6144693003331749,0.6448551448551451,0.5954307472632083,0.0
0.5699999999999997,0.6067210519907467,0.6367237413749044,0.5860221599902596,0.0
0.5799999999999997,0.6005983545250563,0.6302982731554163,0.5761655447519325,0.0
0.5899999999999997,0.587153620227302,0.6161886893594214,0.5658281190141747,0.0
0.5999999999999998,0.5811518324607332,0.60989010989011,0.554973821989529,0.0
0.6099999999999998,0.5724258289703319,0.6007326007326009,0.5435628943482349,0.0
0.6199999999999998,0.5717828602920918,0.6000578368999423,0.5315513915679253,0.0
0.6299999999999997,0.5624734682326309,0.5902880902880905,0.5188906183670586,0.0
0.6399999999999997,0.5660267597440375,0.5940170940170943,0.5055264688772547,0.0
0.6499999999999997,0.5564697083021694,0.5839874411302985,0.4913986537023191,0.0
0.6599999999999997,0.5463504773637207,0.5733678086619266,0.47643979057591673,0.0
0.6699999999999997,0.5303823576074889,0.5566100566100569,0.46057432968427786,0.0
0.6799999999999997,0.5137434554973825,0.539148351648352,0.44371727748691153,0.0
0.6899999999999997,0.5144401283566968,0.5398794753633466,0.4257726735348764,0.0
0.6999999999999996,0.5270506108202447,0.5531135531135535,0.4066317626527059,0.0
0.7099999999999996,0.5284347355118256,0.5545661235316411,0.386170788951075,0.0
0.7199999999999996,0.5250560957367245,0.5510204081632657,0.3642483171278992,0.0
0.7299999999999996,0.5028117122357965,0.5276760276760282,0.34070195850300655,0.0
0.7399999999999997,0.5445026178010475,0.5714285714285718,0.315344341522353,0.0
0.7499999999999997,0.528795811518325,0.5549450549450554,0.2879581151832471,0.0
0.7599999999999997,0.5349040139616059,0.5613553113553117,0.2582897033158823,0.0
0.7699999999999997,0.5192351468244938,0.5449116101290018,0.22604142954700768,0.0
0.7799999999999997,0.5292717753450741,0.5554445554445557,0.1908614945264172,0.0
0.7899999999999996,0.48765893792071846,0.5117739403453694,0.1523310895038661,0.0
0.7999999999999996,0.48167539267015747,0.5054945054945059,0.10994764397905943,0.0
0.8099999999999996,0.42876825571782906,0.44997108155002935,0.06310278313585216,0.0
0.8199999999999996,0.4118673647469463,0.4322344322344327,0.01105293775451055,0.0
0.8299999999999996,0.3806590699106872,0.39948287007110583,-0.0471204188481652,0.0
0.8399999999999996,0.3115183246073303,0.3269230769230774,-0.11256544502617538,0.0
0.8499999999999996,0.18848167539267066,0.19780219780219835,-0.1867364746945871,0.0
0.8599999999999995,0.09050112191473508,0.09497645211930991,-0.2715033657441991,0.0
0.8699999999999996,-0.004027386226338553,-0.004226542688080592,-0.3693113169552912,0.0
0.8799999999999996,-0.0645724258289697,-0.06776556776556711,-0.48342059336823173,0.0
0.8899999999999996,-0.07472632079961869,-0.07842157842157785,-0.6182770109471617,0.0
0.8999999999999996,-0.06282722513088962,-0.06593406593406548,-0.780104712041877,0.0
