n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma,scale_pos_weight,subgroup_neg_boost,hard_neg_boost,hard_pos_boost,threshold,tp,fp,tn,fn,sens,spec,fnr,fpr,constraint_violation,constraint_feasible
300,3,0.05,6.0,0.8,0.7,6.0,0.0,3.5,0.0,0.0,0.0,0.37899479269981384,29,24,133,5,0.8529411764705882,0.8471337579617835,0.14705882352941177,0.15286624203821655,5.0,False
300,2,0.05,6.0,0.8,0.8,4.0,0.0,4.0,0.0,0.0,0.0,0.3684273064136505,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
250,3,0.05,6.0,0.9,0.7,6.0,0.0,4.5,0.0,0.0,0.0,0.3534676730632782,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
250,3,0.05,6.0,0.9,0.7,4.0,0.0,4.5,0.0,0.0,0.0,0.35338160395622253,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
250,3,0.05,6.0,0.8,0.7,6.0,0.0,3.5,0.0,0.0,0.0,0.3528023362159729,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
250,2,0.05,6.0,0.9,0.7,4.0,0.0,4.5,0.0,0.0,0.0,0.3440340757369995,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
300,3,0.05,6.0,0.9,0.7,6.0,0.0,4.5,0.0,0.0,0.0,0.3435575067996979,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
300,3,0.05,6.0,0.9,0.8,4.0,0.0,3.5,0.0,0.0,0.0,0.33655646443367004,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
300,2,0.05,6.0,0.9,0.7,4.0,0.0,4.5,0.0,0.0,0.0,0.3356875777244568,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
250,3,0.05,6.0,0.9,0.8,6.0,0.0,4.0,0.0,0.0,0.0,0.3186046779155731,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
300,3,0.05,6.0,0.9,0.7,4.0,0.0,3.5,0.0,0.0,0.0,0.3155101537704468,29,26,131,5,0.8529411764705882,0.8343949044585988,0.14705882352941177,0.16560509554140126,5.0,False
300,2,0.05,6.0,0.8,0.8,6.0,0.0,3.5,0.0,0.0,0.0,0.3725309371948242,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
300,2,0.05,6.0,0.8,0.8,6.0,0.0,4.0,0.0,0.0,0.0,0.36822444200515747,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
250,2,0.05,6.0,0.8,0.8,6.0,0.0,3.5,0.0,0.0,0.0,0.362452894449234,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
250,2,0.05,6.0,0.8,0.7,6.0,0.0,3.5,0.0,0.0,0.0,0.35818028450012207,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
300,2,0.05,6.0,0.9,0.7,6.0,0.0,4.5,0.0,0.0,0.0,0.34445229172706604,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
250,3,0.05,6.0,0.9,0.8,6.0,0.0,4.5,0.0,0.0,0.0,0.3374631106853485,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
300,3,0.05,6.0,0.9,0.7,4.0,0.0,4.5,0.0,0.0,0.0,0.3351004421710968,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
300,2,0.05,6.0,0.9,0.7,4.0,0.0,4.0,0.0,0.0,0.0,0.3333185613155365,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
300,3,0.05,6.0,0.9,0.7,6.0,0.0,4.0,0.0,0.0,0.0,0.32897764444351196,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
300,2,0.05,6.0,0.9,0.7,6.0,0.0,3.5,0.0,0.0,0.0,0.3268326222896576,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
300,3,0.05,6.0,0.9,0.8,4.0,0.0,4.5,0.0,0.0,0.0,0.32350486516952515,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
250,3,0.05,6.0,0.9,0.8,4.0,0.0,3.5,0.0,0.0,0.0,0.32239946722984314,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
250,3,0.05,6.0,0.9,0.7,4.0,0.0,3.5,0.0,0.0,0.0,0.31217068433761597,29,27,130,5,0.8529411764705882,0.8280254777070064,0.14705882352941177,0.17197452229299362,5.0,False
250,3,0.05,6.0,0.8,0.8,4.0,0.0,4.5,0.0,0.0,0.0,0.3761167824268341,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,3,0.05,6.0,0.8,0.8,4.0,0.0,4.5,0.0,0.0,0.0,0.3752341568470001,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,2,0.05,6.0,0.8,0.8,4.0,0.0,4.0,0.0,0.0,0.0,0.36143946647644043,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,3,0.05,6.0,0.8,0.7,4.0,0.0,3.5,0.0,0.0,0.0,0.36071860790252686,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,2,0.05,6.0,0.8,0.7,6.0,0.0,3.5,0.0,0.0,0.0,0.3587800860404968,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,3,0.05,6.0,0.8,0.8,6.0,0.0,4.0,0.0,0.0,0.0,0.3576742112636566,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,2,0.05,6.0,0.8,0.8,4.0,0.0,3.5,0.0,0.0,0.0,0.35290437936782837,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,2,0.05,6.0,0.8,0.7,4.0,0.0,4.0,0.0,0.0,0.0,0.3502930700778961,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,2,0.05,6.0,0.9,0.7,6.0,0.0,4.5,0.0,0.0,0.0,0.3422485589981079,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,3,0.05,6.0,0.8,0.8,6.0,0.0,3.5,0.0,0.0,0.0,0.3411894142627716,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,2,0.05,6.0,0.9,0.8,6.0,0.0,4.5,0.0,0.0,0.0,0.33160147070884705,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,2,0.05,6.0,0.9,0.8,4.0,0.0,4.5,0.0,0.0,0.0,0.32879069447517395,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,2,0.05,6.0,0.9,0.8,6.0,0.0,4.0,0.0,0.0,0.0,0.3279123902320862,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,3,0.05,6.0,0.9,0.8,6.0,0.0,4.5,0.0,0.0,0.0,0.327653169631958,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,3,0.05,6.0,0.9,0.8,4.0,0.0,4.5,0.0,0.0,0.0,0.32600077986717224,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,2,0.05,6.0,0.9,0.8,4.0,0.0,3.5,0.0,0.0,0.0,0.32571882009506226,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,2,0.05,6.0,0.9,0.7,6.0,0.0,4.0,0.0,0.0,0.0,0.32353752851486206,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,2,0.05,6.0,0.9,0.8,6.0,0.0,4.0,0.0,0.0,0.0,0.3229213058948517,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,3,0.05,6.0,0.9,0.7,6.0,0.0,4.0,0.0,0.0,0.0,0.32272177934646606,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,2,0.05,6.0,0.9,0.8,4.0,0.0,4.0,0.0,0.0,0.0,0.32269415259361267,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,2,0.05,6.0,0.9,0.7,6.0,0.0,3.5,0.0,0.0,0.0,0.315597802400589,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,2,0.05,6.0,0.9,0.7,4.0,0.0,4.0,0.0,0.0,0.0,0.31070658564567566,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,3,0.05,6.0,0.9,0.8,4.0,0.0,4.0,0.0,0.0,0.0,0.30966997146606445,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,3,0.05,6.0,0.9,0.8,6.0,0.0,4.0,0.0,0.0,0.0,0.3084474802017212,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
250,3,0.05,4.0,0.8,0.8,4.0,0.0,3.5,0.0,0.0,0.0,0.258775532245636,29,28,129,5,0.8529411764705882,0.821656050955414,0.14705882352941177,0.17834394904458598,5.0,False
300,2,0.05,6.0,0.8,0.7,4.0,0.0,3.5,0.0,0.0,0.0,0.36496901512145996,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,2,0.05,6.0,0.8,0.7,6.0,0.0,4.0,0.0,0.0,0.0,0.3604993522167206,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,2,0.05,6.0,0.8,0.8,6.0,0.0,4.5,0.0,0.0,0.0,0.3599725663661957,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,3,0.05,6.0,0.8,0.8,6.0,0.0,4.0,0.0,0.0,0.0,0.3573954701423645,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
250,2,0.05,6.0,0.8,0.7,6.0,0.0,4.0,0.0,0.0,0.0,0.3573763072490692,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
250,2,0.05,6.0,0.8,0.8,6.0,0.0,4.0,0.0,0.0,0.0,0.3561856150627136,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,3,0.05,6.0,0.8,0.7,6.0,0.0,4.0,0.0,0.0,0.0,0.35231834650039673,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,3,0.05,6.0,0.8,0.7,4.0,0.0,4.0,0.0,0.0,0.0,0.34952351450920105,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,3,0.05,6.0,0.8,0.8,6.0,0.0,3.5,0.0,0.0,0.0,0.3482036292552948,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
250,2,0.05,6.0,0.8,0.7,4.0,0.0,3.5,0.0,0.0,0.0,0.34709790349006653,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,2,0.05,6.0,0.8,0.7,4.0,0.0,4.0,0.0,0.0,0.0,0.34336620569229126,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,2,0.05,6.0,0.9,0.8,6.0,0.0,4.5,0.0,0.0,0.0,0.3264194130897522,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
250,2,0.05,6.0,0.9,0.8,4.0,0.0,3.5,0.0,0.0,0.0,0.31871727108955383,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,3,0.05,6.0,0.9,0.7,4.0,0.0,4.0,0.0,0.0,0.0,0.30676019191741943,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,3,0.05,6.0,0.9,0.8,6.0,0.0,3.5,0.0,0.0,0.0,0.3056546151638031,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
250,2,0.05,6.0,0.9,0.8,6.0,0.0,3.5,0.0,0.0,0.0,0.303985059261322,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,2,0.05,6.0,0.9,0.7,4.0,0.0,3.5,0.0,0.0,0.0,0.3030158281326294,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
250,3,0.05,6.0,0.9,0.7,4.0,0.0,4.0,0.0,0.0,0.0,0.3029111325740814,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,3,0.05,4.0,0.8,0.8,4.0,0.0,3.5,0.0,0.0,0.0,0.25259020924568176,29,29,128,5,0.8529411764705882,0.8152866242038217,0.14705882352941177,0.18471337579617833,5.0,False
300,2,0.05,6.0,0.8,0.8,4.0,0.0,4.5,0.0,0.0,0.0,0.3705340623855591,29,30,127,5,0.8529411764705882,0.8089171974522293,0.14705882352941177,0.1910828025477707,5.0,False
250,3,0.05,6.0,0.8,0.7,6.0,0.0,4.0,0.0,0.0,0.0,0.3523937463760376,29,30,127,5,0.8529411764705882,0.8089171974522293,0.14705882352941177,0.1910828025477707,5.0,False
250,2,0.05,6.0,0.8,0.8,6.0,0.0,4.5,0.0,0.0,0.0,0.35173535346984863,29,30,127,5,0.8529411764705882,0.8089171974522293,0.14705882352941177,0.1910828025477707,5.0,False
