meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,n_splits,n_repeats,target_pos_ratio,use_raw_features,threshold,tp,fp,fn,tn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_max_fp,meets_target_fn,meets_preserve_fn_max,meets_both
rf,1:12,1.0,200,8.0,4,5,8,0.45,True,0.25694921685281935,28,66,6,91,0.8235294117647058,0.5796178343949044,96.0,8.428571428571429,0,False,False,True,False
rf,1:5,1.0,200,3.0,4,5,8,0.45,True,0.3881635926825173,28,67,6,90,0.8235294117647058,0.5732484076433121,97.0,8.571428571428571,0,False,False,True,False
rf,1:8,1.0,500,5.0,1,5,8,0.45,True,0.2718593312355897,28,67,6,90,0.8235294117647058,0.5732484076433121,97.0,8.571428571428571,0,False,False,True,False
rf,1:12,1.0,200,5.0,4,5,8,0.45,True,0.35339143336456974,28,68,6,89,0.8235294117647058,0.5668789808917197,98.0,8.714285714285714,0,False,False,True,False
rf,1:12,1.0,500,5.0,4,5,8,0.45,True,0.3482052423876015,28,68,6,89,0.8235294117647058,0.5668789808917197,98.0,8.714285714285714,0,False,False,True,False
rf,1:5,1.0,500,3.0,4,5,8,0.45,True,0.3683503485847493,29,69,5,88,0.8529411764705882,0.5605095541401274,94.0,8.857142857142858,0,False,False,True,False
rf,1:5,1.0,200,3.0,2,5,8,0.45,True,0.36488233868658015,29,69,5,88,0.8529411764705882,0.5605095541401274,94.0,8.857142857142858,0,False,False,True,False
rf,1:5,1.0,200,3.0,1,5,8,0.45,True,0.3627771986208942,29,69,5,88,0.8529411764705882,0.5605095541401274,94.0,8.857142857142858,0,False,False,True,False
rf,1:5,1.0,500,3.0,2,5,8,0.45,True,0.3576411754057014,29,70,5,87,0.8529411764705882,0.554140127388535,95.0,9.0,0,False,False,True,False
rf,1:5,1.0,500,3.0,1,5,8,0.45,True,0.35310063276343845,29,70,5,87,0.8529411764705882,0.554140127388535,95.0,9.0,0,False,False,True,False
rf,1:8,1.0,200,3.0,4,5,8,0.45,True,0.42587462436573714,28,71,6,86,0.8235294117647058,0.5477707006369427,101.0,9.142857142857142,0,False,False,True,False
rf,1:12,1.0,200,5.0,2,5,8,0.45,True,0.31389976389682,28,71,6,86,0.8235294117647058,0.5477707006369427,101.0,9.142857142857142,0,False,False,True,False
rf,1:12,1.0,500,5.0,2,5,8,0.45,True,0.3137901203259035,28,72,6,85,0.8235294117647058,0.5414012738853503,102.0,9.285714285714286,0,False,False,True,False
rf,1:8,1.0,500,3.0,4,5,8,0.45,True,0.41366954014247914,28,73,6,84,0.8235294117647058,0.535031847133758,103.0,9.428571428571429,0,False,False,True,False
rf,1:8,1.0,200,3.0,2,5,8,0.45,True,0.40472374664798066,28,73,6,84,0.8235294117647058,0.535031847133758,103.0,9.428571428571429,0,False,False,True,False
rf,1:8,1.0,200,3.0,1,5,8,0.45,True,0.4019468687795363,28,73,6,84,0.8235294117647058,0.535031847133758,103.0,9.428571428571429,0,False,False,True,False
rf,1:12,1.0,200,5.0,1,5,8,0.45,True,0.3091290291150476,28,73,6,84,0.8235294117647058,0.535031847133758,103.0,9.428571428571429,0,False,False,True,False
rf,1:12,1.0,500,5.0,1,5,8,0.45,True,0.30273557056485045,28,73,6,84,0.8235294117647058,0.535031847133758,103.0,9.428571428571429,0,False,False,True,False
rf,1:8,1.0,500,3.0,2,5,8,0.45,True,0.39610416618467814,28,75,6,82,0.8235294117647058,0.5222929936305732,105.0,9.714285714285714,0,False,False,True,False
rf,1:8,1.0,500,3.0,1,5,8,0.45,True,0.390924371227741,29,77,5,80,0.8529411764705882,0.5095541401273885,102.0,10.0,0,False,False,True,False
rf,1:12,1.0,200,3.0,4,5,8,0.45,True,0.457924161810135,28,77,6,80,0.8235294117647058,0.5095541401273885,107.0,10.0,0,False,False,True,False
rf,1:12,1.0,200,3.0,2,5,8,0.45,True,0.45018377004491406,28,78,6,79,0.8235294117647058,0.5031847133757962,108.0,10.142857142857142,0,False,False,True,False
rf,1:12,1.0,200,3.0,1,5,8,0.45,True,0.44828412294315556,28,79,6,78,0.8235294117647058,0.4968152866242038,109.0,10.285714285714286,0,False,False,True,False
rf,1:12,1.0,500,3.0,4,5,8,0.45,True,0.4507068943613043,29,80,5,77,0.8529411764705882,0.49044585987261147,105.0,10.428571428571429,0,False,False,True,False
rf,1:12,1.0,500,3.0,1,5,8,0.45,True,0.4479866252508296,28,80,6,77,0.8235294117647058,0.49044585987261147,110.0,10.428571428571429,0,False,False,True,False
rf,1:12,1.0,500,3.0,2,5,8,0.45,True,0.4361860944919495,29,81,5,76,0.8529411764705882,0.4840764331210191,106.0,10.571428571428571,0,False,False,True,False
