meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,cb_iterations,cb_depth,cb_learning_rate,cb_l2_leaf_reg,cb_random_strength,cb_bagging_temperature,subgroup_neg_boost,hard_neg_boost,hard_pos_boost,target_pos_ratio,threshold,n_splits,n_repeats,tp,fp,fn,tn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_max_fp,meets_target_fn,meets_preserve_fn_max,meets_both,phase
catboost,1:8,0.0,0,,0,400,6,0.05,3.0,1.0,0.0,0.0,0.0,0.0,0.35,0.23013558867983935,5,5,28,28,6,129,0.8235294117647058,0.821656050955414,100.0,5.0,0,False,False,True,False,full
catboost,1:8,0.0,0,,0,400,6,0.05,3.0,1.0,0.5,0.0,0.0,0.0,0.35,0.17136705022508575,5,5,28,38,6,119,0.8235294117647058,0.7579617834394905,110.0,5.0,0,False,False,True,False,full
catboost,1:8,0.0,0,,0,400,6,0.05,3.0,1.0,1.0,0.0,0.0,0.0,0.35,0.06998745155975425,5,5,29,59,5,98,0.8529411764705882,0.6242038216560509,119.0,7.428571428571429,0,False,False,True,False,full
