meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,cb_iterations,cb_depth,cb_learning_rate,n_splits,n_repeats,target_pos_ratio,use_raw_features,threshold,tp,fp,fn,tn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_max_fp,meets_target_fn,meets_preserve_fn_max,meets_both
catboost,1:5,0.0,0,,0,400,4,0.05,5,5,0.45,True,0.0971443059803523,28,47,6,110,0.8235294117647058,0.7006369426751592,77.0,5.714285714285714,0,False,False,True,False
catboost,1:3,0.0,0,,0,400,3,0.03,5,5,0.25,True,0.09097162299936243,28,47,6,110,0.8235294117647058,0.7006369426751592,77.0,5.714285714285714,0,False,False,True,False
catboost,1:3,0.0,0,,0,400,4,0.05,5,5,0.45,True,0.08024402401412922,28,47,6,110,0.8235294117647058,0.7006369426751592,77.0,5.714285714285714,0,False,False,True,False
catboost,balanced,0.0,0,,0,400,5,0.03,5,5,0.25,True,0.07923437642364661,28,47,6,110,0.8235294117647058,0.7006369426751592,77.0,5.714285714285714,0,False,False,True,False
catboost,1:3,0.0,0,,0,400,5,0.03,5,5,0.35,True,0.07598381537870778,28,47,6,110,0.8235294117647058,0.7006369426751592,77.0,5.714285714285714,0,False,False,True,False
rf,balanced,1.0,200,5.0,2,0,0,0.0,5,5,0.35,True,0.1944785525595493,29,48,5,109,0.8529411764705882,0.6942675159235668,73.0,5.857142857142857,0,False,False,True,False
logreg,1:8,0.05,0,,0,0,0,0.0,5,5,0.25,True,0.3400723641032856,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,1:8,1.0,200,3.0,2,0,0,0.0,5,5,0.25,True,0.3396822479263478,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,1:8,1.0,500,3.0,2,0,0,0.0,5,5,0.25,True,0.33497629181976374,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:8,0.0,0,,0,200,3,0.05,5,5,0.45,True,0.33397457117781115,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:8,0.0,0,,0,200,4,0.03,5,5,0.35,True,0.3050529220526177,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,1:8,1.0,500,5.0,1,0,0,0.0,5,5,0.35,True,0.279008450866583,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,1:5,1.0,200,5.0,4,0,0,0.0,5,5,0.35,True,0.2753121873800647,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,balanced,1.0,200,3.0,2,0,0,0.0,5,5,0.45,True,0.2595472458103375,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
catboost,1:8,0.0,0,,0,200,4,0.03,5,5,0.25,True,0.2558200780022368,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,1:8,1.0,500,8.0,4,0,0,0.0,5,5,0.25,True,0.2488143354722087,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,balanced,1.0,200,8.0,4,0,0,0.0,5,5,0.35,True,0.22528751413719578,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,1:5,1.0,500,8.0,2,0,0,0.0,5,5,0.45,True,0.22269119794654618,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
rf,1:3,1.0,200,8.0,4,0,0,0.0,5,5,0.25,True,0.2121832750845125,28,48,6,109,0.8235294117647058,0.6942675159235668,78.0,5.857142857142857,0,False,False,True,False
