meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,n_splits,n_repeats,target_pos_ratio,use_raw_features,threshold,tp,fp,fn,tn,sens,spec,cost,constraint_violation,meets_max_fp,meets_target_fn,meets_both
logreg,1:3,0.03,0,,0,5,1,0.45,True,0.347990165311909,27,52,7,105,0.7941176470588235,0.6687898089171974,136.0,6.428571428571429,False,False,False
logreg,balanced,0.03,0,,0,5,1,0.45,True,0.23452462889212639,27,53,7,104,0.7941176470588235,0.6624203821656051,137.0,6.571428571428571,False,False,False
