stage1_threshold,stage2_meta_model,stage2_class_weight_spec,stage2_meta_c,stage2_rf_n_estimators,stage2_rf_max_depth,stage2_rf_min_samples_leaf,stage2_cb_iterations,stage2_cb_depth,stage2_cb_learning_rate,auto_positive_top_frac,stage2_min_subgroup_score,stage2_target_pos_ratio,tp,fp,tn,fn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_preserve_fn_max,meets_max_fp,meets_target_fn,meets_both
0.21446130820543216,logreg,"0:2,1:1",0.1,0,,0,0,0,0.0,0.35,2.0,0.35,19,20,137,15,0.5588235294117647,0.8726114649681529,200.0,14.0,9,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.1,0,,0,0,0,0.0,0.35,2.0,0.35,19,20,137,15,0.5588235294117647,0.8726114649681529,200.0,14.0,9,False,False,False,False
0.21446130820543216,logreg,balanced,0.05,0,,0,0,0,0.0,0.25,1.0,0.35,18,10,147,16,0.5294117647058824,0.9363057324840764,202.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.05,0,,0,0,0,0.0,0.25,1.0,0.35,18,10,147,16,0.5294117647058824,0.9363057324840764,202.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.05,0,,0,0,0,0.0,0.25,1.0,0.35,18,10,147,16,0.5294117647058824,0.9363057324840764,202.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,balanced,0.05,0,,0,0,0,0.0,0.25,2.0,0.35,18,13,144,16,0.5294117647058824,0.9171974522292994,205.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,balanced,0.1,0,,0,0,0,0.0,0.25,2.0,0.35,18,13,144,16,0.5294117647058824,0.9171974522292994,205.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.05,0,,0,0,0,0.0,0.25,2.0,0.35,18,13,144,16,0.5294117647058824,0.9171974522292994,205.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.1,0,,0,0,0,0.0,0.25,2.0,0.35,18,13,144,16,0.5294117647058824,0.9171974522292994,205.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.05,0,,0,0,0,0.0,0.25,2.0,0.35,18,13,144,16,0.5294117647058824,0.9171974522292994,205.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.1,0,,0,0,0,0.0,0.25,2.0,0.35,18,13,144,16,0.5294117647058824,0.9171974522292994,205.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,balanced,0.05,0,,0,0,0,0.0,0.35,1.0,0.35,18,15,142,16,0.5294117647058824,0.9044585987261147,207.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.05,0,,0,0,0,0.0,0.35,1.0,0.35,18,17,140,16,0.5294117647058824,0.89171974522293,209.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.05,0,,0,0,0,0.0,0.35,1.0,0.35,18,17,140,16,0.5294117647058824,0.89171974522293,209.0,15.0,10,False,False,False,False
0.21446130820543216,logreg,balanced,0.1,0,,0,0,0,0.0,0.25,1.0,0.35,17,9,148,17,0.5,0.9426751592356688,213.0,16.0,11,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.1,0,,0,0,0,0.0,0.25,1.0,0.35,17,10,147,17,0.5,0.9363057324840764,214.0,16.0,11,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.1,0,,0,0,0,0.0,0.25,1.0,0.35,17,10,147,17,0.5,0.9363057324840764,214.0,16.0,11,False,False,False,False
0.21446130820543216,logreg,balanced,0.1,0,,0,0,0,0.0,0.35,1.0,0.35,17,14,143,17,0.5,0.910828025477707,218.0,16.0,11,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.1,0,,0,0,0,0.0,0.35,1.0,0.35,17,14,143,17,0.5,0.910828025477707,218.0,16.0,11,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.1,0,,0,0,0,0.0,0.35,1.0,0.35,17,14,143,17,0.5,0.910828025477707,218.0,16.0,11,False,False,False,False
0.21446130820543216,logreg,balanced,0.05,0,,0,0,0,0.0,0.0,1.0,0.35,16,15,142,18,0.47058823529411764,0.9044585987261147,231.0,17.0,12,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.05,0,,0,0,0,0.0,0.0,1.0,0.35,16,17,140,18,0.47058823529411764,0.89171974522293,233.0,17.0,12,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.05,0,,0,0,0,0.0,0.0,1.0,0.35,16,17,140,18,0.47058823529411764,0.89171974522293,233.0,17.0,12,False,False,False,False
0.21446130820543216,logreg,balanced,0.05,0,,0,0,0,0.0,0.15,1.0,0.35,15,11,146,19,0.4411764705882353,0.9299363057324841,239.0,18.0,13,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.05,0,,0,0,0,0.0,0.15,1.0,0.35,15,11,146,19,0.4411764705882353,0.9299363057324841,239.0,18.0,13,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.05,0,,0,0,0,0.0,0.15,1.0,0.35,15,11,146,19,0.4411764705882353,0.9299363057324841,239.0,18.0,13,False,False,False,False
0.21446130820543216,logreg,balanced,0.1,0,,0,0,0,0.0,0.15,1.0,0.35,14,9,148,20,0.4117647058823529,0.9426751592356688,249.0,19.0,14,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.1,0,,0,0,0,0.0,0.15,1.0,0.35,14,9,148,20,0.4117647058823529,0.9426751592356688,249.0,19.0,14,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.1,0,,0,0,0,0.0,0.15,1.0,0.35,14,9,148,20,0.4117647058823529,0.9426751592356688,249.0,19.0,14,False,False,False,False
0.21446130820543216,logreg,balanced,0.1,0,,0,0,0,0.0,0.0,1.0,0.35,14,12,145,20,0.4117647058823529,0.9235668789808917,252.0,19.0,14,False,False,False,False
0.21446130820543216,logreg,"0:3,1:1",0.1,0,,0,0,0,0.0,0.0,1.0,0.35,13,10,147,21,0.38235294117647056,0.9363057324840764,262.0,20.0,15,False,False,False,False
0.21446130820543216,logreg,"0:2,1:1",0.1,0,,0,0,0,0.0,0.0,1.0,0.35,13,11,146,21,0.38235294117647056,0.9299363057324841,263.0,20.0,15,False,False,False,False
