meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,cb_iterations,cb_depth,cb_learning_rate,cb_l2_leaf_reg,cb_random_strength,cb_bagging_temperature,subgroup_neg_boost,hard_neg_boost,hard_pos_boost,target_pos_ratio,threshold,n_splits,n_repeats,tp,fp,fn,tn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_max_fp,meets_target_fn,meets_preserve_fn_max,meets_both,phase
catboost,1:8,0.0,0,,0,400,6,0.05,3.0,1.0,0.0,0.0,0.0,0.0,0.35,0.23013558867983935,5,5,28,28,6,129,0.8235294117647058,0.821656050955414,100.0,5.0,0,False,False,True,False,full
catboost,1:8,0.0,0,,0,400,6,0.05,3.0,2.0,0.0,0.0,0.0,0.0,0.35,0.15447667064452272,5,5,28,41,6,116,0.8235294117647058,0.7388535031847133,113.0,5.0,0,False,False,True,False,full
catboost,1:8,0.0,0,,0,400,6,0.05,6.0,1.0,0.0,0.0,0.0,0.0,0.35,0.18178644249882617,5,5,28,42,6,115,0.8235294117647058,0.732484076433121,114.0,5.0,0,False,False,True,False,full
catboost,1:8,0.0,0,,0,400,6,0.05,6.0,2.0,0.0,0.0,0.0,0.0,0.35,0.17139726052230797,5,5,28,44,6,113,0.8235294117647058,0.7197452229299363,116.0,5.285714285714286,0,False,False,True,False,full
