bin,n_bin,event_rate,mean_p,brier_bin,ece_bin
0,36,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
1,155,0.18064516129032257,0.17796898700883948,0.14762568742452223,0.0026761742814830902
