meta_model,class_weight_spec,meta_c,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,cb_iterations,cb_depth,cb_learning_rate,cb_l2_leaf_reg,cb_random_strength,cb_bagging_temperature,subgroup_neg_boost,hard_neg_boost,hard_pos_boost,target_pos_ratio,threshold,n_splits,n_repeats,tp,fp,fn,tn,sens,spec,cost,constraint_violation,preserve_fn_excess,meets_max_fp,meets_target_fn,meets_preserve_fn_max,meets_both,phase
catboost,1:8,0.0,0,,0,400,6,0.05,3.0,1.0,0.0,0.0,0.0,0.0,0.35,0.01719717173196172,2,1,28,93,6,64,0.8235294117647058,0.40764331210191085,165.0,12.285714285714286,0,False,False,True,False,full
