n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma,scale_pos_weight,threshold,tp,fp,tn,fn,sens,spec,fnr,fpr,constraint_violation,constraint_feasible
300,2,0.05,6.0,0.8,0.8,4.0,0.0,4.5,0.25952181220054626,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
300,2,0.05,6.0,0.8,0.7,4.0,0.0,4.5,0.25928619503974915,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
300,3,0.05,6.0,0.8,0.7,4.0,0.0,4.5,0.2453872114419937,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,2,0.05,4.0,0.9,0.7,6.0,0.0,4.5,0.2422068566083908,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,2,0.05,4.0,0.9,0.8,6.0,0.0,4.0,0.2374507337808609,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,3,0.05,4.0,0.8,0.7,4.0,0.0,4.0,0.22916929423809052,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
300,2,0.05,4.0,0.8,0.8,6.0,0.0,3.5,0.2288317084312439,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,3,0.05,4.0,0.8,0.8,4.0,0.0,4.5,0.21747712790966034,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
300,2,0.05,4.0,0.9,0.7,4.0,0.0,4.0,0.21732383966445923,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
300,2,0.05,4.0,0.9,0.8,4.0,0.0,4.0,0.1906251758337021,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
300,2,0.05,6.0,0.9,0.7,6.0,0.0,3.5,0.2525906264781952,31,36,121,3,0.9117647058823529,0.7707006369426752,0.08823529411764706,0.22929936305732485,5.142857142857143,False
250,2,0.05,6.0,0.9,0.8,6.0,0.0,4.5,0.306751012802124,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
250,3,0.05,6.0,0.9,0.7,6.0,0.0,4.5,0.30241554975509644,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
250,3,0.05,6.0,0.9,0.7,6.0,0.0,4.0,0.2851763367652893,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
250,3,0.05,6.0,0.8,0.7,4.0,0.0,4.5,0.2768595814704895,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
300,2,0.05,6.0,0.9,0.7,6.0,0.0,4.0,0.27266213297843933,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
300,3,0.05,6.0,0.8,0.7,6.0,0.0,4.5,0.2719370722770691,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
300,3,0.05,6.0,0.8,0.8,6.0,0.0,3.5,0.24556775391101837,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
300,2,0.05,6.0,0.9,0.7,4.0,0.0,3.5,0.23124034702777863,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
250,2,0.05,4.0,0.9,0.8,6.0,0.0,4.5,0.205695241689682,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
250,3,0.05,4.0,0.8,0.8,4.0,0.0,3.5,0.19023336470127106,30,36,121,4,0.8823529411764706,0.7707006369426752,0.11764705882352941,0.22929936305732485,5.142857142857143,False
250,2,0.05,6.0,0.8,0.7,4.0,0.0,4.5,0.2948303818702698,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
300,3,0.05,6.0,0.9,0.7,6.0,0.0,4.0,0.2760823667049408,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
300,2,0.05,6.0,0.8,0.7,6.0,0.0,4.5,0.2741807699203491,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
300,3,0.05,6.0,0.9,0.7,6.0,0.0,3.5,0.26599952578544617,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
250,2,0.05,6.0,0.9,0.7,4.0,0.0,3.5,0.2634679675102234,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
300,2,0.05,6.0,0.9,0.7,4.0,0.0,4.0,0.25338995456695557,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
300,3,0.05,6.0,0.8,0.7,4.0,0.0,4.0,0.23761263489723206,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
250,2,0.05,4.0,0.9,0.8,4.0,0.0,4.0,0.20776033401489258,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
300,3,0.05,4.0,0.8,0.7,4.0,0.0,4.0,0.2067824900150299,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
250,2,0.05,4.0,0.9,0.8,4.0,0.0,4.5,0.2065635323524475,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
300,3,0.05,4.0,0.8,0.8,4.0,0.0,4.0,0.1959134340286255,29,36,121,5,0.8529411764705882,0.7707006369426752,0.14705882352941177,0.22929936305732485,5.142857142857143,False
250,2,0.05,6.0,0.9,0.7,4.0,0.0,4.0,0.24538816511631012,31,37,120,3,0.9117647058823529,0.7643312101910829,0.08823529411764706,0.2356687898089172,5.285714285714286,False
250,3,0.05,6.0,0.9,0.7,6.0,0.0,3.5,0.2446063905954361,31,37,120,3,0.9117647058823529,0.7643312101910829,0.08823529411764706,0.2356687898089172,5.285714285714286,False
300,2,0.05,6.0,0.8,0.8,6.0,0.0,3.5,0.24408994615077972,30,37,120,4,0.8823529411764706,0.7643312101910829,0.11764705882352941,0.2356687898089172,5.285714285714286,False
300,2,0.05,6.0,0.8,0.7,6.0,0.0,3.5,0.25256094336509705,29,37,120,5,0.8529411764705882,0.7643312101910829,0.14705882352941177,0.2356687898089172,5.285714285714286,False
250,3,0.05,6.0,0.8,0.7,4.0,0.0,4.0,0.2484927773475647,29,37,120,5,0.8529411764705882,0.7643312101910829,0.14705882352941177,0.2356687898089172,5.285714285714286,False
300,3,0.05,6.0,0.8,0.7,6.0,0.0,3.5,0.2421995848417282,29,37,120,5,0.8529411764705882,0.7643312101910829,0.14705882352941177,0.2356687898089172,5.285714285714286,False
300,3,0.05,4.0,0.8,0.8,6.0,0.0,3.5,0.2046969085931778,29,37,120,5,0.8529411764705882,0.7643312101910829,0.14705882352941177,0.2356687898089172,5.285714285714286,False
250,2,0.05,6.0,0.8,0.7,4.0,0.0,3.5,0.22524091601371765,31,38,119,3,0.9117647058823529,0.7579617834394905,0.08823529411764706,0.24203821656050956,5.428571428571429,False
250,3,0.05,6.0,0.8,0.7,6.0,0.0,3.5,0.2669449746608734,29,38,119,5,0.8529411764705882,0.7579617834394905,0.14705882352941177,0.24203821656050956,5.428571428571429,False
250,2,0.05,4.0,0.9,0.7,4.0,0.0,4.5,0.21334004402160645,29,38,119,5,0.8529411764705882,0.7579617834394905,0.14705882352941177,0.24203821656050956,5.428571428571429,False
300,3,0.05,4.0,0.8,0.8,4.0,0.0,4.5,0.18086440861225128,29,38,119,5,0.8529411764705882,0.7579617834394905,0.14705882352941177,0.24203821656050956,5.428571428571429,False
300,3,0.05,4.0,0.8,0.8,4.0,0.0,3.5,0.17109523713588715,29,39,118,5,0.8529411764705882,0.7515923566878981,0.14705882352941177,0.2484076433121019,5.571428571428571,False
