n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma,scale_pos_weight,threshold,tp,fp,tn,fn,sens,spec,fnr,fpr,constraint_violation,constraint_feasible
250,3,0.05,4.0,0.8,0.8,6.0,0.0,3.5,0.23865929245948792,29,34,123,5,0.8529411764705882,0.7834394904458599,0.14705882352941177,0.21656050955414013,5.0,False
300,2,0.05,4.0,0.8,0.7,6.0,0.0,3.5,0.234500914812088,29,34,123,5,0.8529411764705882,0.7834394904458599,0.14705882352941177,0.21656050955414013,5.0,False
300,2,0.05,4.0,0.8,0.8,6.0,0.0,4.0,0.23141856491565704,29,34,123,5,0.8529411764705882,0.7834394904458599,0.14705882352941177,0.21656050955414013,5.0,False
250,2,0.05,4.0,0.9,0.7,4.0,0.0,4.0,0.2283647507429123,29,34,123,5,0.8529411764705882,0.7834394904458599,0.14705882352941177,0.21656050955414013,5.0,False
300,2,0.05,4.0,0.9,0.8,6.0,0.0,4.5,0.22165964543819427,29,34,123,5,0.8529411764705882,0.7834394904458599,0.14705882352941177,0.21656050955414013,5.0,False
300,2,0.05,4.0,0.9,0.7,4.0,0.0,4.5,0.20950640738010406,29,34,123,5,0.8529411764705882,0.7834394904458599,0.14705882352941177,0.21656050955414013,5.0,False
300,2,0.05,4.0,0.8,0.8,4.0,0.0,3.5,0.20526573061943054,29,34,123,5,0.8529411764705882,0.7834394904458599,0.14705882352941177,0.21656050955414013,5.0,False
300,2,0.05,4.0,0.9,0.8,4.0,0.0,4.5,0.19985856115818024,29,34,123,5,0.8529411764705882,0.7834394904458599,0.14705882352941177,0.21656050955414013,5.0,False
250,2,0.05,6.0,0.8,0.7,6.0,0.0,4.5,0.3156338334083557,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,2,0.05,6.0,0.9,0.7,4.0,0.0,4.5,0.2958809435367584,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,3,0.05,6.0,0.9,0.7,4.0,0.0,4.5,0.2957080006599426,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,2,0.05,6.0,0.9,0.7,6.0,0.0,3.5,0.29274919629096985,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
300,2,0.05,6.0,0.9,0.7,6.0,0.0,4.5,0.2880629301071167,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,2,0.05,6.0,0.8,0.7,6.0,0.0,3.5,0.28031039237976074,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,2,0.05,6.0,0.8,0.8,4.0,0.0,3.5,0.2675638198852539,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
250,2,0.05,4.0,0.8,0.7,6.0,0.0,4.5,0.26576513051986694,29,35,122,5,0.8529411764705882,0.7770700636942676,0.14705882352941177,0.2229299363057325,5.0,False
